(道具編號), (道具座標X), (道具座標Y), (0)生命 (1)金幣 (2)寶石 (3X)黑寶箱 //(0)Gem,(1)Life,(2)Coin// (4X)紅寶箱 (5)火堆 (6)火把
163
1,411,641
1,696,569
1,1009,419
1,1126,339
1,1080,290
1,1032,238
1,981,189
1,935,146
1,882,143
1,818,173
1,673,144
1,574,190
1,574,137
1,574,96
1,574,50
1,1315,288
1,1589,226
1,2512,234
1,2474,198
1,2357,141
1,2301,143
1,2250,165
1,2207,197
1,2161,238
1,2137,285
1,2413,146
1,2584,718
1,2625,676
1,2679,646
1,2732,632
1,2793,621
1,2868,629
1,2934,657
32,3261,867
1,3504,528
1,3745,529
1,4080,706
1,4080,745
1,4080,792
1,4416,706
1,4416,745
1,4416,792
1,4705,706
1,4705,792
1,4705,745
0,4787,434
0,4585,527
0,4395,433
0,4202,528
1,2793,144
1,2834,113
1,2892,87
1,2949,71
1,2999,73
1,3040,94
1,3083,71
1,3140,51
1,3212,50
1,3255,66
1,3266,112
1,3361,45
1,3485,9
1,3488,71
1,3489,122
1,5187,721
1,5234,721
1,5282,721
1,5331,721
1,5376,721
1,5428,721
1,5523,767
1,5619,818
1,5668,818
1,5714,818
1,5763,818
1,5812,818
1,5860,818
1,6021,674
1,6026,828
1,5165,288
1,5217,259
1,5281,243
1,5331,243
1,5376,243
1,5427,263
1,5468,291
2,6364,767
0,7344,768
0,7607,720
1,7828,818
1,7823,818
1,7920,818
1,7969,818
1,8021,818
1,8066,818
1,8112,818
1,8160,818
1,8258,768
1,8355,721
1,8451,672
1,8498,672
1,7657,384
1,7705,339
1,7756,289
1,7807,289
1,7854,294
6,8796,192
1,9120,192
1,9154,147
1,9210,115
1,9271,93
1,9324,107
1,9333,145
1,9371,117
1,9413,90
1,9463,73
1,9532,62
1,9565,79
1,10059,732
1,10108,732
1,10158,732
1,10205,732
1,10246,732
1,10248,786
1,10293,817
1,10344,817
1,10397,817
1,10445,817
1,10494,817
31,11010,800
32,11376,653
1,11975,89
1,12043,46
1,12119,97
1,12240,95
1,12290,95
1,12337,98
1,12597,97
1,12644,70
1,12696,50
1,12759,82
32,12357,522
31,12610,650
32,12858,591
6,12355,500
40,9159,761
41,9571,742
2,13103,525
1,13364,146
1,13419,107
1,13480,82
1,13545,69
1,13615,57
1,13669,55
1,13729,54
1,13789,70
1,13847,102
1,13922,180
1,13938,233
1,13940,278
1,13943,278
0,14093,378
5,14017,814
