143	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	13	14	14	55	14	14	14
143	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	16	17	17	14	14	14	55
143	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	124	125	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	13	14	14	14
143	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	10	12	99	99	99	99	99	29	210	211	99	99	29	210	126	127	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	10	12	99	99	140	99	99	140	99	124	125	124	125	99	99	99	99	140	99	99	99	140	99	124	125	124	125	99	99	99	99	99	99	99	99	99	99	99	10	12	99	99	99	99	99	99	99	99	99	99	99	13	14	54	14
143	99	99	99	99	99	99	99	99	99	99	99	99	10	11	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	22	23	14	11	12	99	99	99	99	99	99	99	99	99	99	99	140	99	56	57	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	58	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	29	210	211	99	99	140	140	140	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	10	11	11	11	11	40	14	14	30	30	140	30	30	140	30	126	127	126	127	30	30	33	30	140	30	30	30	140	30	126	127	126	127	99	99	52	99	99	99	99	99	99	99	22	23	15	99	99	99	99	99	99	99	99	99	99	99	13	14	14	14
143	99	99	99	99	99	99	99	99	99	110	111	111	112	24	25	25	25	26	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	13	14	14	14	11	11	12	32	30	30	30	32	30	30	33	10	11	11	11	12	50	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	10	11	11	12	40	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	10	11	12	99	99	99	99	124	125	99	99	99	99	99	99	99	124	125	140	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	22	23	14	17	17	17	41	14	14	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	12	40	99	99	99	99	13	15	99	99	99	99	99	99	99	99	99	99	99	13	14	14	14
143	99	99	99	99	99	99	99	99	99	116	117	117	118	18	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	29	210	210	211	99	99	99	99	99	52	99	99	99	99	99	99	99	53	99	99	99	141	99	99	13	14	14	14	14	14	14	10	11	11	11	11	11	11	12	14	14	14	14	15	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	13	14	14	15	41	99	99	99	99	99	99	99	99	56	57	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	52	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	10	11	11	13	14	15	99	99	99	99	126	127	99	99	99	99	99	99	141	126	127	140	141	99	99	99	99	141	99	58	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	16	18	99	99	99	41	14	14	14	14	14	14	54	14	14	14	14	14	14	14	14	54	14	14	14	14	14	14	14	14	14	54	14	14	14	14	14	14	15	41	99	10	11	11	14	24	25	26	99	99	99	99	99	99	99	99	99	13	14	14	14
143	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	29	210	211	99	99	99	99	99	99	99	99	10	11	11	11	11	11	12	40	10	11	11	11	11	11	11	11	11	11	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	10	11	11	11	11	11	12	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	10	11	12	99	99	99	99	124	125	13	14	14	15	41	99	99	99	99	99	51	10	11	11	11	12	99	99	99	99	99	99	99	99	99	99	99	99	99	99	40	10	11	11	11	12	99	99	99	99	99	99	99	99	99	99	99	99	99	10	11	11	12	99	99	99	99	99	99	99	99	99	99	99	13	14	14	55	14	15	142	142	142	10	11	11	11	12	142	142	142	10	11	11	11	11	12	142	142	142	142	10	11	11	11	12	50	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	41	14	14	17	17	17	17	17	65	17	17	17	68	17	65	17	17	17	17	17	17	68	17	17	63	17	17	17	17	17	63	17	17	18	41	99	13	14	14	14	15	99	99	99	99	29	210	211	99	99	99	99	13	14	54	14
143	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	29	210	211	99	99	99	99	99	99	99	99	99	99	99	99	13	14	14	14	14	14	15	41	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	13	14	15	99	99	52	99	126	127	13	14	14	15	41	99	99	99	99	40	22	13	14	14	14	14	12	99	99	99	99	99	99	99	99	99	99	99	99	99	41	13	14	14	14	15	99	99	99	99	99	99	99	99	99	99	99	99	99	16	14	14	15	99	99	99	56	57	99	51	10	11	12	40	13	14	14	14	14	15	99	99	99	13	14	14	14	15	99	99	99	13	14	14	14	14	15	99	99	99	99	13	14	14	14	15	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	29	210	211	99	40	10	11	11	14	15	636	636	636	636	636	66	636	636	636	69	636	66	636	636	636	636	636	636	69	636	636	64	636	636	60	61	62	64	636	517	518	41	99	13	14	14	14	15	99	99	99	99	99	99	99	99	99	99	99	13	14	14	14
143	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	13	14	14	14	14	17	65	41	16	117	117	117	117	117	117	17	17	17	17	117	117	117	17	17	17	17	117	63	117	117	117	117	117	117	117	117	117	117	117	117	117	117	14	14	15	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	10	11	11	40	11	14	14	14	11	11	11	11	11	11	14	14	14	24	25	25	26	99	99	41	99	13	14	14	54	14	14	11	12	99	99	99	99	99	99	99	99	99	99	99	41	16	14	14	14	14	11	12	99	99	99	99	99	99	141	99	99	99	99	16	13	14	14	11	11	11	11	11	11	11	13	14	15	41	13	14	14	14	14	15	99	99	99	13	14	14	14	15	99	99	99	13	14	14	14	14	15	99	99	99	99	13	14	14	14	15	141	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	56	57	99	99	99	99	99	99	41	16	17	17	14	15	60	61	62	633	636	67	636	636	636	636	636	67	636	636	636	636	636	636	636	636	636	636	636	636	636	636	636	636	636	519	520	41	99	13	14	54	14	15	30	30	99	99	99	99	99	10	11	12	40	13	14	14	14
