130	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	112	16	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	117	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	116	117	117	117	117	116	117	117	116	117	117	116	117	128	117	117	117	117	30	30	117	117	117	117	117	117	30	30	30	30	30	117	117	117	16	16	16	16	16	16	16	15	99	99	99	99	56	57	623	623	623	623	112	16	16	16	16	16	16	16	16
130	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	52	14	16	16	16	16	16	16	16	16	16	16	16	117	117	117	117	117	117	117	117	117	16	16	16	16	128	128	16	128	16	16	16	16	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	16	16	16	16	16	16	16	16	114	117	117	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	112	16	16	16	16	16	16	17	53	99	99	99	510	623	623	623	623	623	112	16	16	16	16	16	16	16	16
130	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	112	16	16	16	16	16	16	16	31	31	31	31	99	99	99	99	99	99	99	99	99	128	16	16	16	128	16	128	16	16	16	16	17	53	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	112	16	16	16	16	16	115	117	116	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	21	21	21	21	22	112	16	16	118	16	16	16	111	55	99	99	99	510	628	623	628	623	628	112	16	16	16	16	16	16	16	16
130	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	117	117	117	16	114	16	16	115	99	99	99	99	99	99	99	99	99	99	99	99	99	124	125	124	125	124	125	124	125	16	16	16	111	55	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	112	16	16	16	16	16	115	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	124	125	124	125	128	99	99	99	99	99	99	99	99	128	120	121	99	99	99	99	99	99	99	112	16	16	16	16	118	16	17	53	99	99	56	57	623	623	623	623	623	112	119	119	119	119	119	119	120	121
130	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	117	114	16	16	115	99	99	99	99	99	99	99	99	99	99	99	99	99	126	127	126	127	126	127	126	127	16	16	16	17	53	99	99	99	120	121	124	125	120	121	124	125	120	121	124	125	120	121	20	21	99	99	112	16	16	16	16	16	115	99	99	99	99	99	99	99	99	24	25	99	99	21	23	24	25	99	21	23	24	25	99	21	21	23	24	25	40	99	99	99	40	128	128	11	12	11	12	11	13	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	126	127	126	127	128	128	99	99	99	128	118	118	118	16	122	123	99	99	99	99	99	99	99	112	16	16	118	16	16	16	111	55	99	56	57	623	623	623	623	624	623	623	623	623	623	623	623	625	122	123
130	99	99	99	99	99	99	10	11	12	13	99	99	99	99	99	99	99	99	99	99	99	99	116	117	128	115	99	99	99	99	99	99	30	99	99	99	99	99	99	124	125	124	125	124	125	124	125	16	16	16	111	55	99	99	99	122	123	126	127	122	123	126	127	122	123	126	127	122	123	99	99	99	99	112	16	16	16	128	16	115	99	99	99	99	99	24	25	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	41	99	99	99	41	99	514	515	16	15	16	15	17	11	12	11	12	11	12	11	12	11	12	128	128	40	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	128	16	16	16	16	16	16	16	128	99	99	99	99	99	99	112	16	16	16	16	16	16	15	99	56	57	623	623	623	623	623	627	623	623	628	625	628	625	628	625	128	128
130	99	99	120	121	99	52	14	15	16	17	53	99	99	99	99	99	99	99	99	99	99	99	99	99	112	115	99	40	21	23	24	25	128	128	128	128	128	128	128	126	127	126	127	126	127	126	127	16	16	16	17	53	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	112	16	16	16	16	128	115	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	41	99	99	514	515	16	16	16	16	16	16	15	16	15	114	15	16	128	16	120	121	41	99	99	10	11	12	11	12	11	12	11	12	11	12	11	12	11	12	11	12	11	99	99	99	120	121	16	16	16	16	16	16	16	16	12	11	12	11	40	11	16	16	16	16	16	118	16	16	11	12	11	12	11	12	11	12	13	623	623	625	625	625	625	625	625	128	128
130	99	99	122	123	99	54	18	19	110	111	55	99	99	99	99	99	99	99	99	99	99	99	99	99	112	115	99	41	99	99	99	99	112	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	111	55	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	10	11	16	16	16	16	16	128	115	99	99	99	99	99	99	99	99	99	99	30	30	30	30	99	99	30	30	30	30	30	99	30	30	30	30	99	99	99	99	99	41	99	99	99	514	621	621	621	621	621	621	621	621	621	622	128	120	121	128	122	123	41	99	52	14	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	11	12	11	122	123	16	16	16	16	16	16	117	117	117	117	117	117	41	117	117	117	117	16	16	16	16	16	15	16	15	16	15	16	15	16	114	623	623	623	623	625	625	625	625	128	128
11	12	11	12	11	12	11	16	16	16	16	12	11	12	11	12	11	13	99	99	99	99	10	11	12	16	115	99	41	99	99	99	99	112	16	16	16	16	16	16	16	16	16	114	16	16	16	16	16	16	16	17	53	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	10	14	15	16	16	16	16	16	16	16	11	12	11	12	11	12	11	12	11	12	11	12	11	12	11	12	11	12	11	12	11	12	11	12	11	12	11	12	13	99	99	41	99	99	99	99	510	625	624	625	625	625	625	625	625	625	128	122	123	16	16	128	99	99	99	621	621	621	621	621	621	621	621	114	621	621	621	621	621	621	621	621	621	15	16	15	112	16	16	16	16	16	16	115	99	99	99	99	99	99	41	99	99	99	99	112	16	16	16	16	117	117	117	117	117	117	117	117	116	128	128	128	128	625	625	625	625	128	128
15	16	15	16	15	16	15	16	16	16	16	16	15	16	15	16	15	115	99	21	21	22	112	15	16	16	115	99	99	99	99	99	99	112	16	16	16	16	16	16	16	16	16	114	16	16	16	16	16	114	16	111	55	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	10	14	16	16	16	16	16	16	16	16	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	15	16	17	128	99	99	99	99	99	99	510	625	627	625	625	625	625	625	625	625	120	121	128	128	128	128	99	99	99	99	99	56	57	511	625	625	625	622	115	623	623	623	623	623	623	623	623	621	621	621	112	16	16	16	16	16	16	115	99	99	99	99	99	99	41	99	99	99	99	112	16	16	16	17	53	99	99	99	99	99	99	99	99	99	99	99	99	23	24	25	40	128	128
